id,name_original,name_key,model_path,category,source,classification_source,canonical_character,origin_work,origin_type,origin_status,origin_note,related_origin_work,origin_sources,origin_local_evidence
119,李小狼,Name_lixiaolang,../DATA/CHARACTER/ROLEACTION/119.x,formal,official_client_hero_c.dat,300data.com,小狼（遊戲名：李小狼）,TSUBASA 翼／翼年代記,漫畫／動畫,已對照；含跨作或改名沿革,早期宣傳明指《翼年代記》，背景稱考古學家，目前預設立繪也是旅行裝小狼；故主欄列《TSUBASA 翼》。另保留《庫洛魔法使》同名角色／庫洛牌技能的跨作關聯。,庫洛魔法使／魔卡少女櫻,https://300data.com/hero/119.html; https://300data.com/data/api/hero_info/id/119; https://games.sina.com.cn/o/n/2013-11-29/1025746898.shtml; https://www.9game.cn/news/1515273.html; https://img.300data.com/300data/res/ui/hero/119.bmp,evidence/hero-backgrounds/119.json
120,姬丝秀忒,Name_QueenOfVanpire,../DATA/CHARACTER/ROLEACTION/120.x,formal,official_client_hero_c.dat,300data.com,姬絲秀忒·雅賽蘿拉莉昂·刃下心（忍野忍）,物語系列,小說／動畫,角色身分對照,,,https://300data.com/hero/120.html; https://300data.com/data/api/hero_info/id/120,evidence/hero-backgrounds/120.json
121,绯村剑心,Name_jianxin,../DATA/CHARACTER/ROLEACTION/121.x,formal,official_client_hero_c.dat,300data.com,绯村剑心,神劍闖江湖／浪客劍心,漫畫／動畫,角色身分對照,,,https://300data.com/hero/121.html; https://300data.com/data/api/hero_info/id/121,evidence/hero-backgrounds/121.json
122,强袭自由,Name_freedom,../DATA/CHARACTER/ROLEACTION/122.x,formal,official_client_hero_c.dat,300data.com,ZGMF-X20A 攻擊自由鋼彈,機動戰士鋼彈 SEED DESTINY,動畫,角色身分對照,,,https://300data.com/hero/122.html; https://300data.com/data/api/hero_info/id/122,evidence/hero-backgrounds/122.json
126,真田幸村,Name_buzhihuowu,../DATA/CHARACTER/ROLEACTION/126.x,formal,official_client_hero_c.dat,300data.com,真田幸村（百花繚亂）,百花繚亂 SAMURAI GIRLS,小說／動畫,已對照；含跨作或改名沿革,目前預設立繪為百花繚亂的雙扇少女真田幸村；Name_buzhihuowu／語音檔保留舊不知火舞命名，不按舊代碼判作拳皇角色。,,https://300data.com/hero/126.html; https://300data.com/data/api/hero_info/id/126; https://img.300data.com/300data/res/ui/hero/126.bmp; https://daiichi777.jp/pachinko/hyakkaryoran/,evidence/hero-backgrounds/126.json
128,喜羊羊,Name_xiyangyang,../DATA/CHARACTER/ROLEACTION/128.x,formal,official_client_hero_c.dat,300data.com,喜羊羊,喜羊羊與灰太狼,中國動畫,角色身分對照,,,https://300data.com/hero/128.html; https://300data.com/data/api/hero_info/id/128,evidence/hero-backgrounds/128.json
129,胡一菲,Name_huyifei,../DATA/CHARACTER/ROLEACTION/129.x,extra,official_client_hero_c.dat,300data.com,胡一菲,愛情公寓,真人電視劇,角色身分對照,,,https://300data.com/hero/129.html; https://300data.com/data/api/hero_info/id/129,evidence/hero-backgrounds/129.json
130,吕子乔,Name_lvziqiao,../DATA/CHARACTER/ROLEACTION/130.x,extra,official_client_hero_c.dat,300data.com,吕子乔,愛情公寓,真人電視劇,角色身分對照,,,https://300data.com/hero/130.html; https://300data.com/data/api/hero_info/id/130,evidence/hero-backgrounds/130.json
131,陈美嘉,Name_chenmeijia,../DATA/CHARACTER/ROLEACTION/131.x,extra,official_client_hero_c.dat,300data.com,陈美嘉,愛情公寓,真人電視劇,角色身分對照,,,https://300data.com/hero/131.html; https://300data.com/data/api/hero_info/id/131,evidence/hero-backgrounds/131.json
134,梦魇,Name_kuangsan,../DATA/CHARACTER/ROLEACTION/134.x,formal,official_client_hero_c.dat,300data.com,時崎狂三,約會大作戰 DATE A LIVE,小說／動畫,角色身分對照,,,https://300data.com/hero/134.html; https://300data.com/data/api/hero_info/id/134,evidence/hero-backgrounds/134.json
135,十六夜咲夜,Name_16ye,../DATA/CHARACTER/ROLEACTION/135.x,formal,official_client_hero_c.dat,300data.com,十六夜咲夜,東方 Project,遊戲／出版作品,角色身分對照,,,https://300data.com/hero/135.html; https://300data.com/data/api/hero_info/id/135,evidence/hero-backgrounds/135.json
136,夜夜,Name_yeye,../DATA/CHARACTER/ROLEACTION/136.x,formal,official_client_hero_c.dat,300data.com,夜夜,機巧少女不會受傷,小說／動畫,角色身分對照,,,https://300data.com/hero/136.html; https://300data.com/data/api/hero_info/id/136,evidence/hero-backgrounds/136.json
137,坂田银时,Name_gin,../DATA/CHARACTER/ROLEACTION/137.x,formal,official_client_hero_c.dat,300data.com,坂田银时,銀魂,漫畫／動畫,角色身分對照,,,https://300data.com/hero/137.html; https://300data.com/data/api/hero_info/id/137,evidence/hero-backgrounds/137.json
138,伊卡洛斯,Name_icarus,../DATA/CHARACTER/ROLEACTION/138.x,formal,official_client_hero_c.dat,300data.com,伊卡洛斯,天降之物,漫畫／動畫,角色身分對照,,,https://300data.com/hero/138.html; https://300data.com/data/api/hero_info/id/138,evidence/hero-backgrounds/138.json
139,万年小学生,Name_konan,../DATA/CHARACTER/ROLEACTION/139.x,formal,official_client_hero_c.dat,300data.com,江戶川柯南／工藤新一,名偵探柯南,漫畫／動畫,角色身分對照,,,https://300data.com/hero/139.html; https://300data.com/data/api/hero_info/id/139,evidence/hero-backgrounds/139.json
140,小鸟游六花,Name_rikka,../DATA/CHARACTER/ROLEACTION/140.x,formal,official_client_hero_c.dat,300data.com,小鸟游六花,中二病也想談戀愛！,小說／動畫,角色身分對照,,,https://300data.com/hero/140.html; https://300data.com/data/api/hero_info/id/140,evidence/hero-backgrounds/140.json
142,公主,Name_tohka,../DATA/CHARACTER/ROLEACTION/142.x,formal,official_client_hero_c.dat,300data.com,夜刀神十香,約會大作戰 DATE A LIVE,小說／動畫,角色身分對照,,,https://300data.com/hero/142.html; https://300data.com/data/api/hero_info/id/142,evidence/hero-backgrounds/142.json
143,晓美焰,Name_homura,../DATA/CHARACTER/ROLEACTION/143.x,formal,official_client_hero_c.dat,300data.com,晓美焰,魔法少女小圓,動畫,角色身分對照,,,https://300data.com/hero/143.html; https://300data.com/data/api/hero_info/id/143,evidence/hero-backgrounds/143.json
144,金色之暗,Name_yami,../DATA/CHARACTER/ROLEACTION/144.x,formal,official_client_hero_c.dat,300data.com,金色之暗,出包王女 To LOVE-Ru,漫畫／動畫,角色身分對照,,,https://300data.com/hero/144.html; https://300data.com/data/api/hero_info/id/144,evidence/hero-backgrounds/144.json
145,纏流子,Name_ryuko,../DATA/CHARACTER/ROLEACTION/145.x,formal,official_client_hero_c.dat,300data.com,纏流子,KILL la KILL／斬服少女,動畫,角色身分對照,,,https://300data.com/hero/145.html; https://300data.com/data/api/hero_info/id/145,evidence/hero-backgrounds/145.json
146,涅普顿,Name_nep,../DATA/CHARACTER/ROLEACTION/146.x,formal,official_client_hero_c.dat,300data.com,涅普頓／Neptune,超次元戰記 戰機少女／Neptunia 系列,遊戲／動畫,角色身分對照,,,https://300data.com/hero/146.html; https://300data.com/data/api/hero_info/id/146,evidence/hero-backgrounds/146.json
147,白井黑子,Name_baijingheizi,../DATA/CHARACTER/ROLEACTION/147.x,formal,official_client_hero_c.dat,300data.com,白井黑子,魔法禁書目錄／科學超電磁砲,小說／漫畫／動畫,角色身分對照,,,https://300data.com/hero/147.html; https://300data.com/data/api/hero_info/id/147,evidence/hero-backgrounds/147.json
148,樱满集,Name_oumashu,../DATA/CHARACTER/ROLEACTION/148.x,formal,official_client_hero_c.dat,300data.com,樱满集,Guilty Crown 罪惡王冠,動畫,角色身分對照,,,https://300data.com/hero/148.html; https://300data.com/data/api/hero_info/id/148,evidence/hero-backgrounds/148.json
149,梦梦,Name_momo,../DATA/CHARACTER/ROLEACTION/149.x,formal,official_client_hero_c.dat,300data.com,夢夢·貝莉雅·戴比路克,出包王女 To LOVE-Ru,漫畫／動畫,角色身分對照,,,https://300data.com/hero/149.html; https://300data.com/data/api/hero_info/id/149,evidence/hero-backgrounds/149.json
150,鹿目圆香,Name_madoka,../DATA/CHARACTER/ROLEACTION/150.x,formal,official_client_hero_c.dat,300data.com,鹿目圓,魔法少女小圓,動畫,角色身分對照,,,https://300data.com/hero/150.html; https://300data.com/data/api/hero_info/id/150,evidence/hero-backgrounds/150.json
151,八云紫,Name_yukari,../DATA/CHARACTER/ROLEACTION/151.x,formal,official_client_hero_c.dat,300data.com,八云紫,東方 Project,遊戲／出版作品,角色身分對照,,,https://300data.com/hero/151.html; https://300data.com/data/api/hero_info/id/151,evidence/hero-backgrounds/151.json
152,奈亚子,Name_nyaruko,../DATA/CHARACTER/ROLEACTION/158.x,formal,official_client_hero_c.dat,300data.com,奈亚子,襲來！美少女邪神／潛行吧！奈亞子,小說／動畫,角色身分對照,,,https://300data.com/hero/152.html; https://300data.com/data/api/hero_info/id/152,evidence/hero-backgrounds/152.json
153,白岩射手,Name_wrs,../DATA/CHARACTER/ROLEACTION/153.x,formal,official_client_hero_c.dat,300data.com,White Rock Shooter（WRS）,BLACK★ROCK SHOOTER THE GAME,遊戲,角色身分對照,白岩射手／WRS 出自 PSP 遊戲版，不是黑岩射手 TV 版中的同一人物。,,https://300data.com/hero/153.html; https://300data.com/data/api/hero_info/id/153; https://moegirl.uk/index.php?title=300%E8%8B%B1%E9%9B%84&variant=zh-cn,evidence/hero-backgrounds/153.json
154,立华奏,Name_lihuazou,../DATA/CHARACTER/ROLEACTION/154.x,formal,official_client_hero_c.dat,300data.com,立华奏,Angel Beats!,動畫,角色身分對照,,,https://300data.com/hero/154.html; https://300data.com/data/api/hero_info/id/154,evidence/hero-backgrounds/154.json
155,两仪式,Name_liangyishi,../DATA/CHARACTER/ROLEACTION/155.x,formal,official_client_hero_c.dat,300data.com,两仪式,空之境界,小說／動畫電影,角色身分對照,,,https://300data.com/hero/155.html; https://300data.com/data/api/hero_info/id/155,evidence/hero-backgrounds/155.json
156,卫宫,Name_archer,../DATA/CHARACTER/ROLEACTION/156.x,formal,official_client_hero_c.dat,300data.com,EMIYA／英靈衛宮,Fate/stay night,遊戲／動漫,角色身分對照,資料 key 是 archer，對應英靈 EMIYA；皮膚中另有士郎等身分。,,https://300data.com/hero/156.html; https://300data.com/data/api/hero_info/id/156,evidence/hero-backgrounds/156.json
157,五更琉璃,Name_kuroneko,../DATA/CHARACTER/ROLEACTION/157.x,formal,official_client_hero_c.dat,300data.com,五更琉璃／黑貓,我的妹妹哪有這麼可愛！,小說／動畫,角色身分對照,,,https://300data.com/hero/157.html; https://300data.com/data/api/hero_info/id/157,evidence/hero-backgrounds/157.json
158,喔,Name_zekamashi,../DATA/CHARACTER/ROLEACTION/152.x,formal,official_client_hero_c.dat,300data.com,島風,艦隊 Collection／艦隊收藏,遊戲／動畫,角色身分對照,,,https://300data.com/hero/158.html; https://300data.com/data/api/hero_info/id/158,evidence/hero-backgrounds/158.json
159,龙教练,Name_longjiaolian,../DATA/CHARACTER/ROLEACTION/159.x,formal,official_client_hero_c.dat,300data.com,戰鬥暴龍獸,數碼寶貝大冒險,動畫／數碼寶貝企劃,角色身分對照,,,https://300data.com/hero/159.html; https://300data.com/data/api/hero_info/id/159,evidence/hero-backgrounds/159.json
160,远坂凛,Name_rin,../DATA/CHARACTER/ROLEACTION/160.x,formal,official_client_hero_c.dat,300data.com,远坂凛,Fate/stay night,遊戲／動漫,角色身分對照,,,https://300data.com/hero/160.html; https://300data.com/data/api/hero_info/id/160,evidence/hero-backgrounds/160.json
161,奇犽,Name_killua,../DATA/CHARACTER/ROLEACTION/161.x,formal,official_client_hero_c.dat,300data.com,奇犽·揍敵客,HUNTER×HUNTER 獵人,漫畫／動畫,角色身分對照,,,https://300data.com/hero/161.html; https://300data.com/data/api/hero_info/id/161,evidence/hero-backgrounds/161.json
162,美树沙耶加,Name_sayaka,../DATA/CHARACTER/ROLEACTION/162.x,formal,official_client_hero_c.dat,300data.com,美树沙耶加,魔法少女小圓,動畫,角色身分對照,,,https://300data.com/hero/162.html; https://300data.com/data/api/hero_info/id/162,evidence/hero-backgrounds/162.json
163,空条承太郎,Name_jojo,../DATA/CHARACTER/ROLEACTION/163.x,formal,official_client_hero_c.dat,300data.com,空條承太郎,JoJo 的奇妙冒險 第三部：星塵遠征軍,漫畫／動畫,角色身分對照,,,https://300data.com/hero/163.html; https://300data.com/data/api/hero_info/id/163,evidence/hero-backgrounds/163.json
164,黑雪姬,Name_heixueji,../DATA/CHARACTER/ROLEACTION/164.x,formal,official_client_hero_c.dat,300data.com,黑雪姬,加速世界,小說／動畫,角色身分對照,,,https://300data.com/hero/164.html; https://300data.com/data/api/hero_info/id/164,evidence/hero-backgrounds/164.json
165,高町奈叶,Name_gaotingnaiye,../DATA/CHARACTER/ROLEACTION/165.x,formal,official_client_hero_c.dat,300data.com,高町奈葉,魔法少女奈葉,動畫,角色身分對照,,,https://300data.com/hero/165.html; https://300data.com/data/api/hero_info/id/165,evidence/hero-backgrounds/165.json
166,佐仓杏子,Name_kyoko,../DATA/CHARACTER/ROLEACTION/166.x,formal,official_client_hero_c.dat,300data.com,佐仓杏子,魔法少女小圓,動畫,角色身分對照,,,https://300data.com/hero/166.html; https://300data.com/data/api/hero_info/id/166,evidence/hero-backgrounds/166.json
167,冰之狙击手,Name_shinai,../DATA/CHARACTER/ROLEACTION/167.x,formal,official_client_hero_c.dat,300data.com,詩乃／朝田詩乃,刀劍神域 Sword Art Online,小說／動畫,角色身分對照,,,https://300data.com/hero/167.html; https://300data.com/data/api/hero_info/id/167,evidence/hero-backgrounds/167.json
168,伊莉雅,Name_iriya,../DATA/CHARACTER/ROLEACTION/168.x,formal,official_client_hero_c.dat,300data.com,伊莉雅絲菲爾·馮·愛因茲貝倫（魔法少女版）,Fate/kaleid liner 魔法少女☆伊莉雅,漫畫／動畫,角色身分對照,背景明寫魔法少女伊莉雅，故細分至 Fate/kaleid liner。,,https://300data.com/hero/168.html; https://300data.com/data/api/hero_info/id/168,evidence/hero-backgrounds/168.json
169,菲特,Name_feite,../DATA/CHARACTER/ROLEACTION/169.x,formal,official_client_hero_c.dat,300data.com,菲特·泰斯塔羅莎,魔法少女奈葉,動畫,角色身分對照,,,https://300data.com/hero/169.html; https://300data.com/data/api/hero_info/id/169,evidence/hero-backgrounds/169.json
170,炎魔,Name_qinli,../DATA/CHARACTER/ROLEACTION/170.x,formal,official_client_hero_c.dat,300data.com,五河琴里,約會大作戰 DATE A LIVE,小說／動畫,角色身分對照,,,https://300data.com/hero/170.html; https://300data.com/data/api/hero_info/id/170,evidence/hero-backgrounds/170.json
171,独眼之王,Name_jinmuyan,../DATA/CHARACTER/ROLEACTION/171.x,formal,official_client_hero_c.dat,300data.com,金木研,東京喰種／東京食屍鬼,漫畫／動畫,角色身分對照,,,https://300data.com/hero/171.html; https://300data.com/data/api/hero_info/id/171,evidence/hero-backgrounds/171.json
172,隐居者,Name_siminai,../DATA/CHARACTER/ROLEACTION/172.x,formal,official_client_hero_c.dat,300data.com,四糸乃,約會大作戰 DATE A LIVE,小說／動畫,角色身分對照,,,https://300data.com/hero/172.html; https://300data.com/data/api/hero_info/id/172,evidence/hero-backgrounds/172.json
174,天使,Name_zhezhi,../DATA/CHARACTER/ROLEACTION/174.x,formal,official_client_hero_c.dat,300data.com,鳶一折紙,約會大作戰 DATE A LIVE,小說／動畫,角色身分對照,,,https://300data.com/hero/174.html; https://300data.com/data/api/hero_info/id/174,evidence/hero-backgrounds/174.json
180,尼禄,Name_nilu,../DATA/CHARACTER/ROLEACTION/180.x,formal,official_client_hero_c.dat,300data.com,尼祿·克勞狄烏斯,Fate/EXTRA 系列,遊戲／動畫,角色身分對照,,,https://300data.com/hero/180.html; https://300data.com/data/api/hero_info/id/180,evidence/hero-backgrounds/180.json
181,巴麻美,Name_bamamei,../DATA/CHARACTER/ROLEACTION/181.x,formal,official_client_hero_c.dat,300data.com,巴麻美,魔法少女小圓,動畫,角色身分對照,,,https://300data.com/hero/181.html; https://300data.com/data/api/hero_info/id/181,evidence/hero-backgrounds/181.json
183,大傻,Name_dasha,../DATA/CHARACTER/ROLEACTION/183.x,formal,official_client_hero_c.dat,300data.com,金剛,艦隊 Collection／艦隊收藏,遊戲／動畫,角色身分對照,,,https://300data.com/hero/183.html; https://300data.com/data/api/hero_info/id/183,evidence/hero-backgrounds/183.json
184,亚里亚,Name_yaliya,../DATA/CHARACTER/ROLEACTION/184.x,formal,official_client_hero_c.dat,300data.com,神崎·H·亞莉亞,緋彈的亞莉亞,小說／動畫,角色身分對照,,,https://300data.com/hero/184.html; https://300data.com/data/api/hero_info/id/184,evidence/hero-backgrounds/184.json
185,诺瓦露,Name_nuowalu,../DATA/CHARACTER/ROLEACTION/185.x,formal,official_client_hero_c.dat,300data.com,諾瓦露／Noire,超次元戰記 戰機少女／Neptunia 系列,遊戲／動畫,角色身分對照,,,https://300data.com/hero/185.html; https://300data.com/data/api/hero_info/id/185,evidence/hero-backgrounds/185.json
186,克子,Name_kezi,../DATA/CHARACTER/ROLEACTION/186.x,formal,official_client_hero_c.dat,300data.com,克子／克圖格亞,襲來！美少女邪神／潛行吧！奈亞子,小說／動畫,角色身分對照,,,https://300data.com/hero/186.html; https://300data.com/data/api/hero_info/id/186,evidence/hero-backgrounds/186.json
187,混蛋罗（隐藏）,Name_hundanluo,../DATA/CHARACTER/ROLEACTION/187.x,extra,official_client_hero_c.dat,300data.com,魂斗羅角色（具體人物未核定）,魂斗羅 Contra,遊戲,系列確認；具體人物未定,背景含魂斗羅祕技提示，2026 體驗服公告列三條命、M/S/L/F 彈種；可確認系列，未核定 Bill／Lance 或具體版本。預設圖是問號佔位圖。,,https://300data.com/hero/187.html; https://300data.com/data/api/hero_info/id/187; https://news.17173.com/content/01222026/220604977.shtml,evidence/hero-backgrounds/187.json
188,魂魄妖梦,Name_yaomeng,../DATA/CHARACTER/ROLEACTION/188.x,formal,official_client_hero_c.dat,300data.com,魂魄妖梦,東方 Project,遊戲／出版作品,角色身分對照,,,https://300data.com/hero/188.html; https://300data.com/data/api/hero_info/id/188,evidence/hero-backgrounds/188.json
189,歌姬,Name_youxiaomeijiu,../DATA/CHARACTER/ROLEACTION/189.x,formal,official_client_hero_c.dat,300data.com,誘宵美九,約會大作戰 DATE A LIVE,小說／動畫,角色身分對照,,,https://300data.com/hero/189.html; https://300data.com/data/api/hero_info/id/189,evidence/hero-backgrounds/189.json
190,蒂塔,Name_dita,../DATA/CHARACTER/ROLEACTION/190.x,formal,official_client_hero_c.dat,300data.com,蒂塔,300英雄原創,遊戲原創,角色身分對照,,,https://300data.com/hero/190.html; https://300data.com/data/api/hero_info/id/190; https://moegirl.uk/index.php?title=300%E8%8B%B1%E9%9B%84&variant=zh-cn,evidence/hero-backgrounds/190.json
191,一方通行,Name_yifangtongxing,../DATA/CHARACTER/ROLEACTION/191.x,formal,official_client_hero_c.dat,300data.com,一方通行,魔法禁書目錄／科學超電磁砲,小說／漫畫／動畫,角色身分對照,,,https://300data.com/hero/191.html; https://300data.com/data/api/hero_info/id/191,evidence/hero-backgrounds/191.json
192,牧濑红莉栖,Name_mulaihongliqi,../DATA/CHARACTER/ROLEACTION/192.x,formal,official_client_hero_c.dat,300data.com,牧濑红莉栖,STEINS;GATE 命運石之門,遊戲／動畫,角色身分對照,,,https://300data.com/hero/192.html; https://300data.com/data/api/hero_info/id/192,evidence/hero-backgrounds/192.json
193,伊莎,Name_yisha,../DATA/CHARACTER/ROLEACTION/193.x,formal,official_client_hero_c.dat,300data.com,伊莎,300英雄原創,遊戲原創,角色身分對照,,,https://300data.com/hero/193.html; https://300data.com/data/api/hero_info/id/193; https://moegirl.uk/index.php?title=300%E8%8B%B1%E9%9B%84&variant=zh-cn,evidence/hero-backgrounds/193.json
194,栗山未来,Name_lishanweilai,../DATA/CHARACTER/ROLEACTION/194.x,formal,official_client_hero_c.dat,300data.com,栗山未来,境界的彼方,小說／動畫,角色身分對照,,,https://300data.com/hero/194.html; https://300data.com/data/api/hero_info/id/194,evidence/hero-backgrounds/194.json
195,梦原望,Name_mengyuanwang,../DATA/CHARACTER/ROLEACTION/195.x,formal,official_client_hero_c.dat,300data.com,夢原望／Cure Dream,Yes! 光之美少女5／GoGo!,動畫,角色身分對照,,,https://300data.com/hero/195.html; https://300data.com/data/api/hero_info/id/195,evidence/hero-backgrounds/195.json
196,柏崎星奈,Name_boqixingnai,../DATA/CHARACTER/ROLEACTION/196.x,formal,official_client_hero_c.dat,300data.com,柏崎星奈,我的朋友很少,小說／動畫,角色身分對照,,,https://300data.com/hero/196.html; https://300data.com/data/api/hero_info/id/196,evidence/hero-backgrounds/196.json
197,缇米,Name_timi,../DATA/CHARACTER/ROLEACTION/197.x,formal,official_client_hero_c.dat,300data.com,缇米,300英雄原創,遊戲原創,角色身分對照,,,https://300data.com/hero/197.html; https://300data.com/data/api/hero_info/id/197; https://moegirl.uk/index.php?title=300%E8%8B%B1%E9%9B%84&variant=zh-cn,evidence/hero-backgrounds/197.json
198,伊斯坎达尔,Name_Rider,../DATA/CHARACTER/ROLEACTION/198.x,formal,official_client_hero_c.dat,300data.com,伊斯坎達爾（Rider）,Fate/Zero,小說／動畫,角色身分對照,,,https://300data.com/hero/198.html; https://300data.com/data/api/hero_info/id/198,evidence/hero-backgrounds/198.json
199,优克莉伍德,Name_You,../DATA/CHARACTER/ROLEACTION/199.x,formal,official_client_hero_c.dat,300data.com,優克莉伍德·海爾賽茲,這樣算是殭屍嗎？,小說／動畫,角色身分對照,,,https://300data.com/hero/199.html; https://300data.com/data/api/hero_info/id/199,evidence/hero-backgrounds/199.json
200,洛克李,Name_RockLee,../DATA/CHARACTER/ROLEACTION/200.x,formal,official_client_hero_c.dat,300data.com,洛克李,火影忍者 NARUTO,漫畫／動畫,角色身分對照,,,https://300data.com/hero/200.html; https://300data.com/data/api/hero_info/id/200,evidence/hero-backgrounds/200.json
201,水银灯,Name_shuiyindeng,../DATA/CHARACTER/ROLEACTION/201.x,formal,official_client_hero_c.dat,300data.com,水银灯,薔薇少女 Rozen Maiden,漫畫／動畫,角色身分對照,,,https://300data.com/hero/201.html; https://300data.com/data/api/hero_info/id/201,evidence/hero-backgrounds/201.json
202,周防尊,Name_zhoufangzun,../DATA/CHARACTER/ROLEACTION/202.x,formal,official_client_hero_c.dat,300data.com,周防尊,K,動畫,角色身分對照,,,https://300data.com/hero/202.html; https://300data.com/data/api/hero_info/id/202,evidence/hero-backgrounds/202.json
203,爱德华,Name_aidehua,../DATA/CHARACTER/ROLEACTION/203.x,formal,official_client_hero_c.dat,300data.com,爱德华,鋼之鍊金術師,漫畫／動畫,角色身分對照,,,https://300data.com/hero/203.html; https://300data.com/data/api/hero_info/id/203,evidence/hero-backgrounds/203.json
204,法老王,Name_falaowang,../DATA/CHARACTER/ROLEACTION/204.x,formal,official_client_hero_c.dat,300data.com,暗遊戲／亞圖姆,遊戲王／遊戲王 怪獸之決鬥,漫畫／動畫,角色身分對照,,,https://300data.com/hero/204.html; https://300data.com/data/api/hero_info/id/204,evidence/hero-backgrounds/204.json
205,无名,Name_WuMing,../DATA/CHARACTER/ROLEACTION/205.x,formal,official_client_hero_c.dat,300data.com,无名,甲鐵城的卡巴內里,動畫,角色身分對照,,,https://300data.com/hero/205.html; https://300data.com/data/api/hero_info/id/205,evidence/hero-backgrounds/205.json
206,月刊重巡,Name_ougenqinwang,../DATA/CHARACTER/ROLEACTION/206.x,formal,official_client_hero_c.dat,300data.com,歐根親王／Prinz Eugen,艦隊 Collection／艦隊收藏,遊戲／動畫,角色身分對照,,,https://300data.com/hero/206.html; https://300data.com/data/api/hero_info/id/206,evidence/hero-backgrounds/206.json
207,蕾米莉亚,Name_leimiliya,../DATA/CHARACTER/ROLEACTION/207.x,formal,official_client_hero_c.dat,300data.com,蕾米莉亚,東方 Project,遊戲／出版作品,角色身分對照,,,https://300data.com/hero/207.html; https://300data.com/data/api/hero_info/id/207,evidence/hero-backgrounds/207.json
208,八神疾风,Name_bashenjifeng,../DATA/CHARACTER/ROLEACTION/208.x,formal,official_client_hero_c.dat,300data.com,八神疾風,魔法少女奈葉,動畫,角色身分對照,,,https://300data.com/hero/208.html; https://300data.com/data/api/hero_info/id/208,evidence/hero-backgrounds/208.json
209,司波达也,Name_sibodaye,../DATA/CHARACTER/ROLEACTION/209.x,formal,official_client_hero_c.dat,300data.com,司波达也,魔法科高中的劣等生,小說／動畫,角色身分對照,,,https://300data.com/hero/209.html; https://300data.com/data/api/hero_info/id/209,evidence/hero-backgrounds/209.json
210,赵云,Name_zhaoyun,../DATA/CHARACTER/ROLEACTION/210.x,formal,official_client_hero_c.dat,300data.com,趙雲（真名：星）,戀姬†無雙 系列,遊戲／動畫,角色身分對照,背景明寫真名「星」、女性與「華蝶假面」，對應戀姬系列趙雲。,,https://300data.com/hero/210.html; https://300data.com/data/api/hero_info/id/210,evidence/hero-backgrounds/210.json
211,艾露莎,Name_ailusha,../DATA/CHARACTER/ROLEACTION/211.x,formal,official_client_hero_c.dat,300data.com,艾露莎,FAIRY TAIL 魔導少年／妖精的尾巴,漫畫／動畫,角色身分對照,,,https://300data.com/hero/211.html; https://300data.com/data/api/hero_info/id/211,evidence/hero-backgrounds/211.json
212,赤瞳,Name_chitong,../DATA/CHARACTER/ROLEACTION/212.x,formal,official_client_hero_c.dat,300data.com,赤瞳,斬！赤紅之瞳,漫畫／動畫,角色身分對照,,,https://300data.com/hero/212.html; https://300data.com/data/api/hero_info/id/212,evidence/hero-backgrounds/212.json
213,鲁路修,Name_luluxiu,../DATA/CHARACTER/ROLEACTION/213.x,formal,official_client_hero_c.dat,300data.com,鲁路修,Code Geass 反叛的魯路修,動畫,角色身分對照,,,https://300data.com/hero/213.html; https://300data.com/data/api/hero_info/id/213,evidence/hero-backgrounds/213.json
214,香风智乃,Name_xiangfengzhinai,../DATA/CHARACTER/ROLEACTION/214.x,formal,official_client_hero_c.dat,300data.com,香风智乃,請問您今天要來點兔子嗎？,漫畫／動畫,角色身分對照,,,https://300data.com/hero/214.html; https://300data.com/data/api/hero_info/id/214,evidence/hero-backgrounds/214.json
215,白,Name_bai,../DATA/CHARACTER/ROLEACTION/215.x,formal,official_client_hero_c.dat,300data.com,白,NO GAME NO LIFE 遊戲人生,小說／動畫,角色身分對照,,,https://300data.com/hero/215.html; https://300data.com/data/api/hero_info/id/215,evidence/hero-backgrounds/215.json
216,空,Name_kong,../DATA/CHARACTER/ROLEACTION/216.x,formal,official_client_hero_c.dat,300data.com,空,NO GAME NO LIFE 遊戲人生,小說／動畫,角色身分對照,,,https://300data.com/hero/216.html; https://300data.com/data/api/hero_info/id/216,evidence/hero-backgrounds/216.json
217,阿斯托尔福,Name_asituoerfu,../DATA/CHARACTER/ROLEACTION/217.x,formal,official_client_hero_c.dat,300data.com,阿斯托尔福,Fate/Apocrypha,小說／動畫,角色身分對照,,,https://300data.com/hero/217.html; https://300data.com/data/api/hero_info/id/217,evidence/hero-backgrounds/217.json
218,雾雨魔理沙,Name_wuyumolisha,../DATA/CHARACTER/ROLEACTION/218.x,formal,official_client_hero_c.dat,300data.com,雾雨魔理沙,東方 Project,遊戲／出版作品,角色身分對照,,,https://300data.com/hero/218.html; https://300data.com/data/api/hero_info/id/218,evidence/hero-backgrounds/218.json
219,贞德,Name_zhende,../DATA/CHARACTER/ROLEACTION/219.x,extra,official_client_hero_c.dat,300data.com,貞德（特殊資料條目）,Fate/Apocrypha,小說／動畫,角色身分對照,與正式 Ruler、Avenger 分開保留 ID；不把同名條目當成新的獨立人物。,,https://300data.com/hero/219.html; https://300data.com/data/api/hero_info/id/219,evidence/hero-backgrounds/219.json
