source_format,runtime_capability_fingerprint,source_document,id,rank,rank_display,tier_backend,selection_slot,selection_slot_display,name,description,weight,tags,eligibility_type,eligibility_requiresModeFeature,eligibility_requiresAnyMechanic,eligibility_requiresEnemyAnyMechanic,eligibility_excludeAnyMechanic,eligibility_requiresResource,eligibility_requiresAnyTag,eligibility_prefersAnyTag,eligibility_requiresSafeProxySlots,eligibility_requiresAbilitySlot,eligibility_requiresAnyAbilitySlot,eligibility_requiresRHitEnemyChampion,eligibility_onlyAttackArchetype,eligibility_json,runtime_status,tuning_status,modifiers_json,hooks_json,block_json,crit_strike_json,attributes_json,damage_type_override_json,flight_json,penetration_json,implementation_notes,implementation_notes_json,augment_json
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-08,A,A級願望,gold,synergy,第一願望,魔術・殘響詠唱 A,[技能再演] 施放Q／W／E／R後，1.2秒後自動再施放一次相同技能，不再次消耗魔力。各技能格24秒冷卻。,60,grail-wish | ability-cast | proxy-cast | echo,,,,,,,,,Q | W | E | R,,,,,"{""requiresSafeProxySlots"":[""Q"",""W"",""E"",""R""]}",direct_with_ability_safety_validation,proposal,,"[{""on"":""onAbilityCast"",""effects"":[{""kind"":""delayed"",""shape"":""single"",""delaySec"":1.2,""count"":1,""intervalSec"":1,""effects"":[{""kind"":""proxyCast"",""shape"":""single"",""slot"":""Q"",""payCosts"":""none"",""respectCooldown"":false,""requireLearned"":true,""rankMode"":""casterRank"",""targetMode"":""reresolve"",""maxDepth"":1,""emitCastEvents"":false}]}],""target"":""self"",""abilitySlot"":""Q"",""internalCooldown"":24,""internalCooldownScope"":""perAbilitySlot""},{""on"":""onAbilityCast"",""effects"":[{""kind"":""delayed"",""shape"":""single"",""delaySec"":1.2,""count"":1,""intervalSec"":1,""effects"":[{""kind"":""proxyCast"",""shape"":""single"",""slot"":""W"",""payCosts"":""none"",""respectCooldown"":false,""requireLearned"":true,""rankMode"":""casterRank"",""targetMode"":""reresolve"",""maxDepth"":1,""emitCastEvents"":false}]}],""target"":""self"",""abilitySlot"":""W"",""internalCooldown"":24,""internalCooldownScope"":""perAbilitySlot""},{""on"":""onAbilityCast"",""effects"":[{""kind"":""delayed"",""shape"":""single"",""delaySec"":1.2,""count"":1,""intervalSec"":1,""effects"":[{""kind"":""proxyCast"",""shape"":""single"",""slot"":""E"",""payCosts"":""none"",""respectCooldown"":false,""requireLearned"":true,""rankMode"":""casterRank"",""targetMode"":""reresolve"",""maxDepth"":1,""emitCastEvents"":false}]}],""target"":""self"",""abilitySlot"":""E"",""internalCooldown"":24,""internalCooldownScope"":""perAbilitySlot""},{""on"":""onAbilityCast"",""effects"":[{""kind"":""delayed"",""shape"":""single"",""delaySec"":1.2,""count"":1,""intervalSec"":1,""effects"":[{""kind"":""proxyCast"",""shape"":""single"",""slot"":""R"",""payCosts"":""none"",""respectCooldown"":false,""requireLearned"":true,""rankMode"":""casterRank"",""targetMode"":""reresolve"",""maxDepth"":1,""emitCastEvents"":false}]}],""target"":""self"",""abilitySlot"":""R"",""internalCooldown"":24,""internalCooldownScope"":""perAbilitySlot""}]",,,,,,,需在內容匯入時排除無法安全reresolve目標或不可重入的技能。,"[""需在內容匯入時排除無法安全reresolve目標或不可重入的技能。""]","{""id"":""grail-a-08"",""name"":""魔術・殘響詠唱 A"",""description"":""[技能再演] 施放Q／W／E／R後，1.2秒後自動再施放一次相同技能，不再次消耗魔力。各技能格24秒冷卻。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""ability-cast"",""proxy-cast"",""echo""],""hooks"":[{""on"":""onAbilityCast"",""effects"":[{""kind"":""delayed"",""shape"":""single"",""delaySec"":1.2,""count"":1,""intervalSec"":1,""effects"":[{""kind"":""proxyCast"",""shape"":""single"",""slot"":""Q"",""payCosts"":""none"",""respectCooldown"":false,""requireLearned"":true,""rankMode"":""casterRank"",""targetMode"":""reresolve"",""maxDepth"":1,""emitCastEvents"":false}]}],""target"":""self"",""abilitySlot"":""Q"",""internalCooldown"":24,""internalCooldownScope"":""perAbilitySlot""},{""on"":""onAbilityCast"",""effects"":[{""kind"":""delayed"",""shape"":""single"",""delaySec"":1.2,""count"":1,""intervalSec"":1,""effects"":[{""kind"":""proxyCast"",""shape"":""single"",""slot"":""W"",""payCosts"":""none"",""respectCooldown"":false,""requireLearned"":true,""rankMode"":""casterRank"",""targetMode"":""reresolve"",""maxDepth"":1,""emitCastEvents"":false}]}],""target"":""self"",""abilitySlot"":""W"",""internalCooldown"":24,""internalCooldownScope"":""perAbilitySlot""},{""on"":""onAbilityCast"",""effects"":[{""kind"":""delayed"",""shape"":""single"",""delaySec"":1.2,""count"":1,""intervalSec"":1,""effects"":[{""kind"":""proxyCast"",""shape"":""single"",""slot"":""E"",""payCosts"":""none"",""respectCooldown"":false,""requireLearned"":true,""rankMode"":""casterRank"",""targetMode"":""reresolve"",""maxDepth"":1,""emitCastEvents"":false}]}],""target"":""self"",""abilitySlot"":""E"",""internalCooldown"":24,""internalCooldownScope"":""perAbilitySlot""},{""on"":""onAbilityCast"",""effects"":[{""kind"":""delayed"",""shape"":""single"",""delaySec"":1.2,""count"":1,""intervalSec"":1,""effects"":[{""kind"":""proxyCast"",""shape"":""single"",""slot"":""R"",""payCosts"":""none"",""respectCooldown"":false,""requireLearned"":true,""rankMode"":""casterRank"",""targetMode"":""reresolve"",""maxDepth"":1,""emitCastEvents"":false}]}],""target"":""self"",""abilitySlot"":""R"",""internalCooldown"":24,""internalCooldownScope"":""perAbilitySlot""}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-09,A,A級願望,gold,pivot,第三願望,靈基轉換・虛數體 A,[防禦捨棄][迴避] 護甲與魔抗固定為0，迴避率固定為35%。,60,grail-wish | tradeoff | evasion | defense-sacrifice,,,,,,,,armor | mr,,,,,,"{""prefersAnyTag"":[""armor"",""mr""]}",direct,proposal,"[{""stat"":""armor"",""op"":""override"",""value"":0},{""stat"":""mr"",""op"":""override"",""value"":0},{""stat"":""evasion"",""op"":""override"",""value"":0.35}]",,,,,,,,,[],"{""id"":""grail-a-09"",""name"":""靈基轉換・虛數體 A"",""description"":""[防禦捨棄][迴避] 護甲與魔抗固定為0，迴避率固定為35%。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""tradeoff"",""evasion"",""defense-sacrifice""],""modifiers"":[{""stat"":""armor"",""op"":""override"",""value"":0},{""stat"":""mr"",""op"":""override"",""value"":0},{""stat"":""evasion"",""op"":""override"",""value"":0.35}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-10,A,A級願望,gold,pivot,第三願望,魔術刻印・閉鎖回路 A,[回魔捨棄][傷害回魔] 魔力回復固定為0；每次對敵人造成傷害時，回復3%最大魔力。1秒冷卻。,60,grail-wish | tradeoff | mana | damage-dealt,,,,,,mana,,,,,,,,"{""requiresResource"":[""mana""]}",direct,proposal,"[{""stat"":""manaRegen"",""op"":""override"",""value"":0}]","[{""on"":""onDamageDealt"",""effects"":[{""kind"":""restore"",""manaPct"":0.03,""applyTo"":""self""}],""target"":""self"",""victim"":""enemy"",""internalCooldown"":1}]",,,,,,,,[],"{""id"":""grail-a-10"",""name"":""魔術刻印・閉鎖回路 A"",""description"":""[回魔捨棄][傷害回魔] 魔力回復固定為0；每次對敵人造成傷害時，回復3%最大魔力。1秒冷卻。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""tradeoff"",""mana"",""damage-dealt""],""modifiers"":[{""stat"":""manaRegen"",""op"":""override"",""value"":0}],""hooks"":[{""on"":""onDamageDealt"",""effects"":[{""kind"":""restore"",""manaPct"":0.03,""applyTo"":""self""}],""target"":""self"",""victim"":""enemy"",""internalCooldown"":1}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-11,A,A級願望,gold,pivot,第三願望,魔術・魔力裝甲 A,[最大魔力][最大生命] 最大魔力的50%同時視為額外最大生命。,60,grail-wish | mana | health | stat-conversion,,,,,,mana,,,,,,,,"{""requiresResource"":[""mana""]}",direct,proposal,"[{""stat"":""maxHealth"",""op"":""percentOf"",""value"":0.5,""from"":""maxMana""}]",,,,,,,,,[],"{""id"":""grail-a-11"",""name"":""魔術・魔力裝甲 A"",""description"":""[最大魔力][最大生命] 最大魔力的50%同時視為額外最大生命。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""mana"",""health"",""stat-conversion""],""modifiers"":[{""stat"":""maxHealth"",""op"":""percentOf"",""value"":0.5,""from"":""maxMana""}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-12,A,A級願望,gold,pivot,第三願望,魔術・術式反轉 A,[技能傷害][物理化] 所有技能傷害改為物理傷害；原本AP、AD或其他傷害係數不變。,60,grail-wish | ability | damage-type | physical,all,,,,,,,,,,,,,"{""type"":""all""}",direct,proposal,,,,,,"{""scope"":""ability"",""becomes"":""physical"",""applyAt"":""afterGates"",""impactType"":""original""}",,,,[],"{""id"":""grail-a-12"",""name"":""魔術・術式反轉 A"",""description"":""[技能傷害][物理化] 所有技能傷害改為物理傷害；原本AP、AD或其他傷害係數不變。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""ability"",""damage-type"",""physical""],""damageTypeOverride"":{""scope"":""ability"",""becomes"":""physical"",""applyAt"":""afterGates"",""impactType"":""original""}}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-13,A,A級願望,gold,pivot,第三願望,固有技能・怪力 A,[AD捨棄][生命普攻] 攻擊力固定為0；每次普通攻擊額外造成自身最大生命5%的物理傷害。,60,grail-wish | tradeoff | basic-attack | max-health,,,,,,,,max-health,,,,,,"{""prefersAnyTag"":[""max-health""]}",direct,proposal,"[{""stat"":""ad"",""op"":""override"",""value"":0}]","[{""on"":""onBasicAttack"",""effects"":[{""kind"":""damage"",""damageType"":""physical"",""amount"":{""ratios"":[{""stat"":""maxHealth"",""coeff"":0.05}]},""applyTo"":""target""}],""target"":""event"",""victim"":""enemy""}]",,,,,,,,[],"{""id"":""grail-a-13"",""name"":""固有技能・怪力 A"",""description"":""[AD捨棄][生命普攻] 攻擊力固定為0；每次普通攻擊額外造成自身最大生命5%的物理傷害。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""tradeoff"",""basic-attack"",""max-health""],""modifiers"":[{""stat"":""ad"",""op"":""override"",""value"":0}],""hooks"":[{""on"":""onBasicAttack"",""effects"":[{""kind"":""damage"",""damageType"":""physical"",""amount"":{""ratios"":[{""stat"":""maxHealth"",""coeff"":0.05}]},""applyTo"":""target""}],""target"":""event"",""victim"":""enemy""}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-14,A,A級願望,gold,synergy,第一願望,固有技能・縮地 A,[迴避][瞬移] 成功迴避敵方英雄攻擊時，瞬移至該攻擊者身旁。10秒冷卻。,60,grail-wish | evasion | blink | engage,,,evasion,,,,,,,,,,,"{""requiresAnyMechanic"":[""evasion""]}",direct,proposal,,"[{""on"":""onEvade"",""effects"":[{""kind"":""blink"",""shape"":""single"",""to"":""targetUnit"",""applyTo"":""self"",""stopShortUnits"":1}],""target"":""event"",""victim"":""enemyChampion"",""internalCooldown"":10}]",,,,,,,,[],"{""id"":""grail-a-14"",""name"":""固有技能・縮地 A"",""description"":""[迴避][瞬移] 成功迴避敵方英雄攻擊時，瞬移至該攻擊者身旁。10秒冷卻。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""evasion"",""blink"",""engage""],""hooks"":[{""on"":""onEvade"",""effects"":[{""kind"":""blink"",""shape"":""single"",""to"":""targetUnit"",""applyTo"":""self"",""stopShortUnits"":1}],""target"":""event"",""victim"":""enemyChampion"",""internalCooldown"":10}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-15,A,A級願望,gold,generic,第二願望,固有技能・不屈之魂 A,[暈眩][淨化][無敵] 被暈眩時，淨化所有負面狀態並獲得0.75秒無敵。20秒冷卻。,60,grail-wish | stun | dispel | invulnerable,all,,,,,,,,,,,,,"{""type"":""all""}",direct,proposal,,"[{""on"":""onStunned"",""effects"":[{""kind"":""dispel"",""shape"":""single"",""side"":""allies"",""pools"":{""status"":true,""shields"":false,""dot"":true,""buffs"":true},""polarity"":""debuff"",""count"":50,""order"":""newest""},{""kind"":""invulnerable"",""durationSec"":0.75,""applyTo"":""self"",""blocksDamage"":""all"",""blocksTrueDamage"":true,""blocksControl"":true}],""target"":""self"",""internalCooldown"":20}]",,,,,,,,[],"{""id"":""grail-a-15"",""name"":""固有技能・不屈之魂 A"",""description"":""[暈眩][淨化][無敵] 被暈眩時，淨化所有負面狀態並獲得0.75秒無敵。20秒冷卻。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""stun"",""dispel"",""invulnerable""],""hooks"":[{""on"":""onStunned"",""effects"":[{""kind"":""dispel"",""shape"":""single"",""side"":""allies"",""pools"":{""status"":true,""shields"":false,""dot"":true,""buffs"":true},""polarity"":""debuff"",""count"":50,""order"":""newest""},{""kind"":""invulnerable"",""durationSec"":0.75,""applyTo"":""self"",""blocksDamage"":""all"",""blocksTrueDamage"":true,""blocksControl"":true}],""target"":""self"",""internalCooldown"":20}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-16,A,A級願望,gold,synergy,第一願望,魔術・心象防壁 A,[AP][護盾] 施放Q／W／E／R時，獲得相當於50% AP的護盾，持續3秒。4秒冷卻。,60,grail-wish | ap | ability-cast | shield,,,,,,,,ap,,,,,,"{""prefersAnyTag"":[""ap""]}",direct,proposal,,"[{""on"":""onAbilityCast"",""effects"":[{""kind"":""shield"",""amount"":{""ratios"":[{""stat"":""ap"",""coeff"":0.5}]},""duration"":3,""absorbs"":""all""}],""target"":""self"",""internalCooldown"":4}]",,,,,,,,[],"{""id"":""grail-a-16"",""name"":""魔術・心象防壁 A"",""description"":""[AP][護盾] 施放Q／W／E／R時，獲得相當於50% AP的護盾，持續3秒。4秒冷卻。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""ap"",""ability-cast"",""shield""],""hooks"":[{""on"":""onAbilityCast"",""effects"":[{""kind"":""shield"",""amount"":{""ratios"":[{""stat"":""ap"",""coeff"":0.5}]},""duration"":3,""absorbs"":""all""}],""target"":""self"",""internalCooldown"":4}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-17,A,A級願望,gold,synergy,第一願望,固有技能・無窮之武練 A,[普攻][技能重置] 普攻命中敵方英雄時，完成Q／W／E冷卻。8秒冷卻。,60,grail-wish | basic-attack | cooldown-reset | hybrid,,,,,,,,basic-attack | ability-damage,,,,,,"{""prefersAnyTag"":[""basic-attack"",""ability-damage""]}",direct,proposal,,"[{""on"":""onBasicAttack"",""effects"":[{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""Q"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""W"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""E"",""mode"":""reset""}],""target"":""self"",""victim"":""enemyChampion"",""internalCooldown"":8}]",,,,,,,已展開為 Q／W／E 各一個 modifyCooldown(reset)。,"[""已展開為 Q／W／E 各一個 modifyCooldown(reset)。""]","{""id"":""grail-a-17"",""name"":""固有技能・無窮之武練 A"",""description"":""[普攻][技能重置] 普攻命中敵方英雄時，完成Q／W／E冷卻。8秒冷卻。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""basic-attack"",""cooldown-reset"",""hybrid""],""hooks"":[{""on"":""onBasicAttack"",""effects"":[{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""Q"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""W"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""E"",""mode"":""reset""}],""target"":""self"",""victim"":""enemyChampion"",""internalCooldown"":8}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-18,A,A級願望,gold,synergy,第一願望,魔術刻印・灼熱回路 A,[燃燒][技能重置] 對帶有燃燒狀態的敵方英雄造成傷害時，完成Q／W／E冷卻。10秒冷卻。,60,grail-wish | burn | damage-dealt | cooldown-reset,,,burn,,,,,,,,,,,"{""requiresAnyMechanic"":[""burn""]}",direct,proposal,,"[{""on"":""onDamageDealt"",""effects"":[{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""Q"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""W"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""E"",""mode"":""reset""}],""target"":""self"",""victim"":""enemyChampion"",""internalCooldown"":10,""condition"":{""kind"":""status"",""subject"":""target"",""tag"":""burn""}}]",,,,,,,已展開為 Q／W／E 各一個 modifyCooldown(reset)。,"[""已展開為 Q／W／E 各一個 modifyCooldown(reset)。""]","{""id"":""grail-a-18"",""name"":""魔術刻印・灼熱回路 A"",""description"":""[燃燒][技能重置] 對帶有燃燒狀態的敵方英雄造成傷害時，完成Q／W／E冷卻。10秒冷卻。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""burn"",""damage-dealt"",""cooldown-reset""],""hooks"":[{""on"":""onDamageDealt"",""effects"":[{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""Q"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""W"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""E"",""mode"":""reset""}],""target"":""self"",""victim"":""enemyChampion"",""internalCooldown"":10,""condition"":{""kind"":""status"",""subject"":""target"",""tag"":""burn""}}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-19,A,A級願望,gold,pivot,第三願望,固有技能・自己改造 A,[技能命中][永久成長] 每次技能命中敵方英雄，永久獲得1 AP，最多60 AP。,60,grail-wish | ability-hit | scaling | ap,,,,,,,ability-damage,,,,,,,"{""requiresAnyTag"":[""ability-damage""]}",direct,proposal,,"[{""on"":""onAbilityHit"",""effects"":[{""kind"":""applyBuff"",""modifiers"":[{""stat"":""ap"",""op"":""flat"",""value"":1}],""permanent"":true,""applyTo"":""self"",""stackKey"":""grail-self-modification-a"",""maxStacks"":60,""stackVisual"":true,""dispellable"":false,""polarity"":""buff""}],""target"":""self"",""victim"":""enemyChampion""}]",,,,,,,,[],"{""id"":""grail-a-19"",""name"":""固有技能・自己改造 A"",""description"":""[技能命中][永久成長] 每次技能命中敵方英雄，永久獲得1 AP，最多60 AP。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""ability-hit"",""scaling"",""ap""],""hooks"":[{""on"":""onAbilityHit"",""effects"":[{""kind"":""applyBuff"",""modifiers"":[{""stat"":""ap"",""op"":""flat"",""value"":1}],""permanent"":true,""applyTo"":""self"",""stackKey"":""grail-self-modification-a"",""maxStacks"":60,""stackVisual"":true,""dispellable"":false,""polarity"":""buff""}],""target"":""self"",""victim"":""enemyChampion""}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-20,A,A級願望,gold,pivot,第三願望,固有技能・千里眼 A,[技能命中][距離增幅] 技能命中英雄時追加一次魔法傷害；實際命中距離越遠，追加傷害越高。4秒冷卻。,60,grail-wish | ability-hit | distance | magic,,,,,,,,long-range | ability-damage,,,,,,"{""prefersAnyTag"":[""long-range"",""ability-damage""]}",direct,proposal,,"[{""on"":""onAbilityHit"",""effects"":[{""kind"":""damage"",""damageType"":""magic"",""amount"":{""flat"":60,""ratios"":[{""stat"":""ap"",""coeff"":0.2}]},""applyTo"":""target"",""distanceScale"":{""atRange"":12,""near"":0.5,""far"":1.5}}],""target"":""event"",""victim"":""enemyChampion"",""internalCooldown"":4}]",,,,,,,基礎60＋20% AP、近距0.5倍、12距離1.5倍為首版平衡提案。,"[""基礎60＋20% AP、近距0.5倍、12距離1.5倍為首版平衡提案。""]","{""id"":""grail-a-20"",""name"":""固有技能・千里眼 A"",""description"":""[技能命中][距離增幅] 技能命中英雄時追加一次魔法傷害；實際命中距離越遠，追加傷害越高。4秒冷卻。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""ability-hit"",""distance"",""magic""],""hooks"":[{""on"":""onAbilityHit"",""effects"":[{""kind"":""damage"",""damageType"":""magic"",""amount"":{""flat"":60,""ratios"":[{""stat"":""ap"",""coeff"":0.2}]},""applyTo"":""target"",""distanceScale"":{""atRange"":12,""near"":0.5,""far"":1.5}}],""target"":""event"",""victim"":""enemyChampion"",""internalCooldown"":4}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-ex-01,EX,EX級願望,prismatic,pivot,第三願望,聖杯權能・真理改寫 EX,[技能傷害][真實傷害] 所有技能傷害改為真實傷害，並在免疫與迴避判定前完成轉換。,25,grail-wish | ability | true-damage | rule-rewrite,,,,,,,ability-damage,,,,,,,"{""requiresAnyTag"":[""ability-damage""]}",direct,proposal,,,,,,"{""scope"":""ability"",""becomes"":""true"",""applyAt"":""beforeGates"",""impactType"":""original""}",,,,[],"{""id"":""grail-ex-01"",""name"":""聖杯權能・真理改寫 EX"",""description"":""[技能傷害][真實傷害] 所有技能傷害改為真實傷害，並在免疫與迴避判定前完成轉換。"",""tier"":""prismatic"",""weight"":25,""tags"":[""grail-wish"",""ability"",""true-damage"",""rule-rewrite""],""damageTypeOverride"":{""scope"":""ability"",""becomes"":""true"",""applyAt"":""beforeGates"",""impactType"":""original""}}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-ex-02,EX,EX級願望,prismatic,generic,第二願望,固有結界・時間神殿 EX,[時間][技能重置] 每20秒完成Q／W／E／R冷卻。EX不受影響。,25,grail-wish | interval | cooldown-reset | reality-marble,all,,,,,,,,,,,,,"{""type"":""all""}",direct,proposal,,"[{""on"":""onInterval"",""effects"":[{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""Q"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""W"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""E"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""R"",""mode"":""reset""}],""target"":""self"",""internalCooldown"":20}]",,,,,,,已展開為 Q／W／E／R 各一個 modifyCooldown(reset)。,"[""已展開為 Q／W／E／R 各一個 modifyCooldown(reset)。""]","{""id"":""grail-ex-02"",""name"":""固有結界・時間神殿 EX"",""description"":""[時間][技能重置] 每20秒完成Q／W／E／R冷卻。EX不受影響。"",""tier"":""prismatic"",""weight"":25,""tags"":[""grail-wish"",""interval"",""cooldown-reset"",""reality-marble""],""hooks"":[{""on"":""onInterval"",""effects"":[{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""Q"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""W"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""E"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""R"",""mode"":""reset""}],""target"":""self"",""internalCooldown"":20}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-ex-03,EX,EX級願望,prismatic,synergy,第一願望,聖杯權能・勝利輪迴 EX,[英雄擊殺][完全重置] 擊殺敵方英雄時，完成Q／W／E／R／EX全部冷卻。60秒冷卻。,25,grail-wish | kill | full-reset | clutch,all,,,,,,,,,,,,,"{""type"":""all""}",direct,proposal,,"[{""on"":""onKill"",""effects"":[{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""Q"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""W"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""E"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""R"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""EX"",""mode"":""reset""}],""target"":""self"",""victim"":""enemyChampion"",""internalCooldown"":60}]",,,,,,,已展開為 Q／W／E／R／EX 各一個 modifyCooldown(reset)。,"[""已展開為 Q／W／E／R／EX 各一個 modifyCooldown(reset)。""]","{""id"":""grail-ex-03"",""name"":""聖杯權能・勝利輪迴 EX"",""description"":""[英雄擊殺][完全重置] 擊殺敵方英雄時，完成Q／W／E／R／EX全部冷卻。60秒冷卻。"",""tier"":""prismatic"",""weight"":25,""tags"":[""grail-wish"",""kill"",""full-reset"",""clutch""],""hooks"":[{""on"":""onKill"",""effects"":[{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""Q"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""W"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""E"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""R"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""EX"",""mode"":""reset""}],""target"":""self"",""victim"":""enemyChampion"",""internalCooldown"":60}]}"
