# owner 2026-08-21 ①②③④⑦「B 全轉」**之前**的原始數值 —— ⛔ 不是說明文件，是**退路**。
# 級距是一支技能一格 ⇒ 傷害的 perRank 與耗魔的逐階陣列在轉換時交出去了。
# 這一份留著那一半，理由與 docs/legacy/_w3x-fidelity-superseded.md 逐字相同：
# **測試可以跟著設計走，知識不可以無聲消失。**
# before = git HEAD（49caceb8）· after = 這一批落地之後。
id	name	cd_before	cd_after	cooldownTier	mp_before	mp_after	damage_before	damage_after	range_before	range_after	rangeTier
godie-h02u.e	92-03 消化液	[40.0, 40.0, 40.0, 40.0]	[30.0, 30.0, 30.0, 30.0]	中	[150.0, 200.0, 250.0, 300.0]	[150.0, 150.0, 150.0, 150.0]	[{"perRank": [20.0, 30.0, 40.0, 50.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-h02u.ex	92-002 最終戈壁	[60.0]	[60.0]	極大	[120.0]	[0.0]	[]	[]	0	0	
godie-h02u.q	92-01 臥草泥馬	[40.0, 40.0, 20.0, 20.0]	[15.0, 15.0, 15.0, 15.0]	小	[160.0, 160.0, 160.0, 160.0]	[0.0, 0.0, 0.0, 0.0]	[]	[]	0	0	
godie-h02u.r	92-04 馬勒戈壁	[75.0, 75.0, 75.0]	[60.0, 60.0, 60.0]	極大	[300.0, 420.0, 540.0]	[300.0, 300.0, 300.0]	[{"perRank": [100.0, 200.0, 300.0]}]	[{"damageTier": "極小", "flat": 600.0}]	0	0	
godie-h02u.w	92-02 狂草泥馬	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	極大	[90.0, 120.0, 150.0, 180.0]	[90.0, 90.0, 90.0, 90.0]	[{"perRank": [400.0, 800.0, 1200.0, 1600.0]}]	[{"damageTier": "小", "flat": 1500.0}]	0	8.0	大
godie-h02v.q	92-01 臥草泥馬	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	中	[160.0, 220.0, 280.0, 340.0]	[0.0, 0.0, 0.0, 0.0]	[]	[]	0.0	0.0	
godie-h02v.r	92-04 馬勒戈壁	[90.0, 90.0, 90.0]	[90.0, 90.0, 90.0]	大	[300.0, 420.0, 540.0]	[0.0, 0.0, 0.0]	[{"flat": 1.0}]	[{"flat": 1.0}]	0.0	0.0	
godie-hapm.ex	52-002 射殺百頭	[120.0]	[60.0]	極大	[400.0]	[400.0]	[{}]	[{}]	5.29	6.0	中
godie-hapm.q	52-01 狂戰士之怒	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	極大	[100.0, 140.0, 180.0, 220.0]	[0.0, 0.0, 0.0, 0.0]	[]	[]	0.0	0.0	
godie-hapm.r	52-04 巨神一擊	[120.0, 120.0, 120.0]	[120.0, 120.0, 120.0]	極大	[400.0, 600.0, 800.0]	[400.0, 400.0, 400.0]	[{"perRank": [600.0, 1000.0, 1400.0]}, {"flat": 0.0}]	[{"damageTier": "小", "flat": 1500.0}, {"flat": 0.0}]	0.0	0.0	
godie-hapm.w	52-02 蹂躪編年史	[45.0, 45.0, 45.0, 45.0]	[45.0, 45.0, 45.0, 45.0]	大	[70.0, 95.0, 120.0, 145.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [350.0, 450.0, 550.0, 650.0]}]	[{"damageTier": "極小", "flat": 600.0}]	11.0	12.0	極大
godie-hart.e	01-03 畫龍點睛	[45.0, 45.0, 45.0, 45.0]	[45.0, 45.0, 45.0, 45.0]	小	[120.0, 180.0, 240.0, 300.0]	[120.0, 120.0, 120.0, 120.0]	[{"perRank": [450.0, 600.0, 750.0, 900.0]}]	[{"damageTier": "極小", "flat": 600.0}]	3	3	極小
godie-hart.ex	01-002 究極魔劍	[60]	[60.0]	極大	[120]	[0.0]	[]	[]	0	0	
godie-hart.q	01-01 凶斬	[25.0, 25.0, 25.0, 25.0, 25.0]	[15.0, 15.0, 15.0, 15.0, 15.0]	小	[60.0, 80.0, 100.0, 120.0, 120.0]	[73.0, 73.0, 73.0, 73.0, 73.0]	[{"perRank": [150.0, 220.0, 290.0, 360.0, 360.0]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-hart.r	01-04 超究武神霸斬	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[170.0, 260.0, 350.0]	[170.0, 170.0, 170.0]	[]	[]	8	8	大
godie-hart.w	01-02 隕石擊	[35.0, 35.0, 35.0, 35.0, 35.0]	[30.0, 30.0, 30.0, 30.0, 30.0]	極小	[75.0, 145.0, 215.0, 215.0, 215.0]	[75.0, 75.0, 75.0, 75.0, 75.0]	[{"perRank": [200, 400, 600, 800, 1000]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-hgam.e	90-03 藤鞭	[45.0, 45.0, 45.0, 45.0]	[45.0, 45.0, 45.0, 45.0]	大	[125.0, 200.0, 275.0, 350.0]	[125.0, 125.0, 125.0, 125.0]	[{"perRank": [350, 500, 650, 800]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-hgam.ex	90-002 超進化! 妙蛙花	[75.0]	[60.0]	中	[350.0]	[0.0]	[]	[]	0	0	
godie-hgam.passive	90-00 寄生種子	[45.0]	[45.0]	大	[100.0]	[100.0]	[{"perRank": [50.0]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-hgam.q	90-01 飛葉快刀	[25.0, 25.0, 25.0]	[30.0, 30.0, 30.0]	極小	[70.0, 120.0, 170.0]	[73.0, 73.0, 73.0]	[{"perRank": [100, 200, 300]}]	[{"damageTier": "極小", "flat": 600.0}]	0.0	0.0	
godie-hgam.r	90-04 陽光烈焰	[60, 60, 60]	[60.0, 60.0, 60.0]	極大	[200, 300, 400]	[200.0, 200.0, 200.0]	[{"perRank": [600, 900, 1200]}]	[{"damageTier": "小", "flat": 1500.0}]	12	12	極大
godie-hgam.w	90-02 麻痺粉	[25.0, 25.0, 25.0, 25.0]	[30.0, 30.0, 30.0, 30.0]	極小	[20.0, 50.0, 80.0, 110.0]	[0.0, 0.0, 0.0, 0.0]	[]	[]	0.0	0.0	
godie-hjai.e	04-03 龍破斬	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	中	[230.0, 395.0, 560.0, 725.0]	[230.0, 230.0, 230.0, 230.0]	[{"perRank": [700.0, 1200.0, 1700.0, 2200.0]}]	[{"damageTier": "小", "flat": 1500.0}]	12	12	極大
godie-hjai.ex	04-002 惡夢魔王的碎片	[70.0]	[60.0]	中	[480.0]	[0.0]	[]	[]	0	0	
godie-hjai.q	04-01 火球術	[18.0, 18.0, 18.0, 18.0]	[15.0, 15.0, 15.0, 15.0]	小	[35.0, 45.0, 55.0, 65.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [170, 220, 270, 320]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-hjai.r	04-04 神滅斬	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[150.0, 250.0, 350.0]	[150.0, 150.0, 150.0]	[{"perRank": [600.0, 1100.0, 1600.0]}]	[{"damageTier": "小", "flat": 1500.0}]	4.5	4.5	小
godie-hjai.w	04-02 炸彈陣	[25.0, 25.0, 25.0, 25.0]	[30.0, 30.0, 30.0, 30.0]	極小	[55.0, 85.0, 115.0, 145.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [275, 425, 575, 725]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-hpb1.e	07-03 列、在、前	[65.0, 65.0, 65.0, 65.0]	[60.0, 60.0, 60.0, 60.0]	中	[220.0, 250.0, 280.0, 310.0]	[220.0, 220.0, 220.0, 220.0]	[{"perRank": [450.0, 550.0, 650.0, 750.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-hpb1.ex	07-002 獸矛持有者	[60]	[60.0]	極大	[120]	[0.0]	[]	[]	0	0	
godie-hpb1.q	07-01 臨、兵、鬥	[65, 55, 45]	[45.0, 45.0, 45.0]	大	[60, 60, 60]	[0.0, 0.0, 0.0]	[]	[]	0	0	
godie-hpb1.r	07-04 神聖結界	[45.0, 45.0, 45.0]	[45.0, 45.0, 45.0]	大	[150.0, 300.0, 450.0]	[0.0, 0.0, 0.0]	[]	[]	0	0	
godie-hpb1.w	07-02 者、皆、陣	[50.0, 50.0, 50.0, 50.0, 50.0]	[45.0, 45.0, 45.0, 45.0, 45.0]	大	[110.0, 140.0, 170.0, 275.0, 275.0]	[110.0, 110.0, 110.0, 110.0, 110.0]	[{"perRank": [225.0, 225.0, 225.0, 225.0, 225.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-huth.e	28-03 分身	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	極大	[120.0, 180.0, 240.0, 300.0]	[120.0, 120.0, 120.0, 120.0]	[{"perRank": [2.0, 3.0, 4.0, 5.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-huth.ex	28-002 純粹魔人普烏	[60]	[60.0]	極大	[120]	[0.0]	[]	[]	0	0	
godie-huth.q	28-01 吃掉你	[35.0, 28.0, 21.0, 14.0, 7.0]	[6.0, 6.0, 6.0, 6.0, 6.0]	極小	[30.0, 50.0, 70.0, 90.0, 110.0]	[73.0, 73.0, 73.0, 73.0, 73.0]	[{"perRank": [80, 120, 160, 200, 240]}]	[{"damageTier": "極小", "flat": 600.0}]	3	3	極小
godie-huth.r	28-04 破滅能量彈	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[280.0, 430.0, 580.0]	[280.0, 280.0, 280.0]	[{"perRank": [300.0, 400.0, 500.0]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-huth.w	28-02 把你變成餅乾	[60.0, 50.0, 40.0, 30.0, 20.0]	[15.0, 15.0, 15.0, 15.0, 15.0]	小	[100.0, 160.0, 220.0, 280.0, 340.0]	[100.0, 100.0, 100.0, 100.0, 100.0]	[{"perRank": [250.0, 350.0, 450.0, 550.0, 650.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-hvsh.e	48-03 鮮血神殿	[60, 60, 60, 60]	[60.0, 60.0, 60.0, 60.0]	中	[120, 195, 270, 345]	[120.0, 120.0, 120.0, 120.0]	[{"perRank": [75, 150, 225, 300]}]	[{"damageTier": "極小", "flat": 600.0}]	0	0	
godie-hvsh.ex	48-002 騎英之疆繩MAX	[60]	[60.0]	極大	[120]	[0.0]	[]	[]	0	0	
godie-hvsh.passive	48-00 石化之眼	[45.0]	[45.0]	小	[150.0]	[0.0]	[]	[]	0	0	
godie-hvsh.q	48-01 魔法鎖鏈	[25.0, 25.0, 25.0, 25.0]	[15.0, 15.0, 15.0, 15.0]	小	[50.0, 75.0, 100.0, 125.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [150, 250, 350, 450]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-hvsh.r	48-04 騎英之疆繩	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[230.0, 330.0, 430.0]	[230.0, 230.0, 230.0]	[{"perRank": [300, 600, 900]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-hvsh.w	48-02 心眼	[12, 12, 12, 12]	[6.0, 6.0, 6.0, 6.0]	極小	[60, 60, 60, 60]	[0.0, 0.0, 0.0, 0.0]	[]	[]	0	0	
godie-hvwd.e	02-03 魂飛魄散	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	極大	[120.0, 185.0, 250.0, 315.0]	[120.0, 120.0, 120.0, 120.0]	[{"perRank": [350, 550, 750, 950]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-hvwd.ex	02-002 神通眼	[60.0]	[60.0]	極大	[315.0]	[315.0]	[{"flat": 300}]	[{"damageTier": "極小", "flat": 600.0}]	6	6	中
godie-hvwd.passive	02-00 淨化	[60.0]	[60.0]	極大	[75.0]	[0.0]	[]	[]	12	12	極大
godie-hvwd.q	02-01 破魔之箭	[12, 12, 12, 12]	[6.0, 6.0, 6.0, 6.0]	極小	[60, 60, 60, 60]	[0.0, 0.0, 0.0, 0.0]	[]	[]	0	0	
godie-hvwd.r	02-04 死魂蟲	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[120.0, 210.0, 300.0]	[120.0, 120.0, 120.0]	[{"perRank": [6.0, 12.0, 18.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-hvwd.w	02-02 明鏡止水	[12, 12, 12, 12]	[6.0, 6.0, 6.0, 6.0]	極小	[60, 60, 60, 60]	[0.0, 0.0, 0.0, 0.0]	[]	[]	0	0	
godie-n003.e	42-03 暗夜吹雪	[45.0, 45.0, 45.0, 45.0]	[45.0, 45.0, 45.0, 45.0]	大	[160.0, 280.0, 400.0, 520.0]	[160.0, 160.0, 160.0, 160.0]	[{"perRank": [500.0, 850.0, 1200.0, 1550.0]}]	[{"damageTier": "小", "flat": 1500.0}]	12	12	極大
godie-n003.ex	42-002 魔力印章	[60.0]	[60.0]	中	[999.0]	[0.0]	[]	[]	0	0	
godie-n003.passive	42-00 魔法障壁	[60.0]	[60.0]	極大	[180.0]	[0.0]	[]	[]	0	0	
godie-n003.q	42-01 凍結的大地	[25, 25, 25, 25]	[30.0, 30.0, 30.0, 30.0]	極小	[100, 130, 160, 190]	[100.0, 100.0, 100.0, 100.0]	[{"perRank": [150, 200, 250, 300]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-n003.r	42-04 世界終結	[60, 60, 60]	[60.0, 60.0, 60.0]	極大	[500, 730, 960]	[500.0, 500.0, 500.0]	[{"perRank": [150, 250, 350]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-n00b.e	57-02 任意門	[80.0, 60.0, 40.0, 16.0, 16.0]	[15.0, 15.0, 15.0, 15.0, 15.0]	小	[225.0, 225.0, 225.0, 100.0, 100.0]	[0.0, 0.0, 0.0, 0.0, 0.0]	[]	[]	12	12	極大
godie-n00b.ex	57-002 時光機	[60]	[60.0]	極大	[120]	[0.0]	[]	[]	0	0	
godie-n00b.passive	57-00 四次元口袋	[20.0]	[30.0]	極小	[75.0]	[0.0]	[]	[]	0	0	
godie-n00b.q	57-01 空氣砲	[35, 35, 35, 35]	[30.0, 30.0, 30.0, 30.0]	中	[65, 95, 125, 155]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [250, 350, 450, 550]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-n00b.r	57-04 竹蜻蜓	[55.0, 55.0, 55.0]	[45.0, 45.0, 45.0]	大	[300.0, 500.0, 700.0]	[300.0, 300.0, 300.0]	[{"perRank": [150.0, 275.0, 400.0]}]	[{"damageTier": "極小", "flat": 600.0}]	6	6	中
godie-n00b.w	57-03 複製鏡	[75.0, 75.0, 75.0]	[60.0, 60.0, 60.0]	極大	[200.0, 300.0, 400.0]	[200.0, 200.0, 200.0]	[{"perRank": [80, 120, 160]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-n00p.e	18-03 妖狐變化	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	極大	[200.0, 300.0, 400.0, 500.0]	[200.0, 200.0, 200.0, 200.0]	[{"perRank": [80, 120, 160, 200]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-n00p.ex	18-002 魔界吸血植物	[60.0]	[60.0]	極大	[120.0]	[0.0]	[]	[]	0	0	
godie-n00p.q	18-01 風華圓舞陣	[45.0, 45.0, 45.0]	[45.0, 45.0, 45.0]	大	[130.0, 195.0, 260.0]	[130.0, 130.0, 130.0]	[{"perRank": [10.0, 15.0, 15.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-n00p.r	18-04 億年樹	[75.0, 75.0, 75.0]	[60.0, 60.0, 60.0]	極大	[200.0, 375.0, 550.0]	[200.0, 200.0, 200.0]	[{"perRank": [300.0, 500.0, 700.0]}]	[{"damageTier": "極小", "flat": 600.0}]	6	6	中
godie-n00p.w	18-02 寄生種子	[30.0, 30.0, 30.0, 30.0]	[30.0, 30.0, 30.0, 30.0]	中	[80.0, 105.0, 130.0, 155.0]	[80.0, 80.0, 80.0, 80.0]	[{"perRank": [75.0, 75.0, 75.0, 75.0]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-n01c.e	08-03 龍鬥氣砲咒文	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	極大	[150.0, 200.0, 250.0, 300.0]	[150.0, 150.0, 150.0, 150.0]	[{"perRank": [450.0, 600.0, 750.0, 900.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-n01c.ex	08-002 龍魔人	[60.0]	[60.0]	中	[390.0]	[0.0]	[]	[]	0	0	
godie-n01c.q	08-01 雙龍紋	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	極大	[50.0, 80.0, 110.0, 140.0]	[0.0, 0.0, 0.0, 0.0]	[]	[]	12	12	極大
godie-n01c.r	08-04 阿邦快速劍X	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[250.0, 315.0, 380.0]	[250.0, 250.0, 250.0]	[{"perRank": [450.0, 650.0, 850.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-n01c.w	08-02 萊丁快速劍	[30.0, 30.0, 30.0, 30.0]	[30.0, 30.0, 30.0, 30.0]	中	[50.0, 80.0, 110.0, 140.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [150.0, 250.0, 350.0, 450.0]}]	[{"damageTier": "極小", "flat": 600.0}]	6	6	中
godie-n01g.e	42-03 暗夜吹雪	[45.0, 45.0, 45.0, 45.0]	[45.0, 45.0, 45.0, 45.0]	大	[160.0, 280.0, 400.0, 520.0]	[160.0, 160.0, 160.0, 160.0]	[{"perRank": [500.0, 850.0, 1200.0, 1550.0]}]	[{"damageTier": "小", "flat": 1500.0}]	12	12	極大
godie-n01g.ex	42-002 魔力印章	[60.0]	[60.0]	極大	[999.0]	[0.0]	[]	[]	0	0	
godie-n01g.passive	42-00 魔法障壁	[60.0]	[60.0]	極大	[180.0]	[0.0]	[]	[]	0	0	
godie-n01g.q	42-01 凍結的大地	[25.0, 25.0, 25.0, 25.0]	[30.0, 30.0, 30.0, 30.0]	極小	[100.0, 130.0, 160.0, 190.0]	[100.0, 100.0, 100.0, 100.0]	[{"perRank": [150.0, 200.0, 250.0, 300.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-n01g.r	42-04 世界終結	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[500.0, 730.0, 960.0]	[500.0, 500.0, 500.0]	[{"perRank": [150.0, 250.0, 350.0]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-nbbc.e	08-03 龍鬥氣砲咒文	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	極大	[150.0, 200.0, 250.0, 300.0]	[150.0, 150.0, 150.0, 150.0]	[{"perRank": [450.0, 600.0, 750.0, 900.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-nbbc.ex	08-002 龍魔人	[60]	[60.0]	中	[390]	[0.0]	[]	[]	0	0	
godie-nbbc.q	08-01 雙龍紋	[12.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	極大	[50.0, 80.0, 110.0, 140.0]	[0.0, 0.0, 0.0, 0.0]	[]	[]	12	12	極大
godie-nbbc.r	08-04 阿邦快速劍X	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[250.0, 315.0, 380.0]	[250.0, 250.0, 250.0]	[{"perRank": [450, 650, 850]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-nbbc.w	08-02 萊丁快速劍	[30.0, 30.0, 30.0, 30.0]	[30.0, 30.0, 30.0, 30.0]	中	[50.0, 80.0, 110.0, 140.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [150, 250, 350, 450]}]	[{"damageTier": "極小", "flat": 600.0}]	6	6	中
godie-nsjs.e	18-03 妖狐變化	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	中	[200.0, 300.0, 400.0, 500.0]	[0.0, 0.0, 0.0, 0.0]	[]	[]	0	0	
godie-nsjs.ex	18-002 魔界吸血植物	[60]	[60.0]	極大	[120]	[0.0]	[]	[]	0	0	
godie-nsjs.q	18-01 風華圓舞陣	[45.0, 45.0, 45.0]	[45.0, 45.0, 45.0]	大	[130.0, 195.0, 260.0]	[130.0, 130.0, 130.0]	[{"perRank": [10, 15, 15]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-nsjs.r	18-04 億年樹	[75.0, 75.0, 75.0]	[60.0, 60.0, 60.0]	極大	[200.0, 375.0, 550.0]	[200.0, 200.0, 200.0]	[{"perRank": [300, 500, 700]}]	[{"damageTier": "極小", "flat": 600.0}]	6	6	中
godie-nsjs.w	18-02 寄生種子	[30.0, 30.0, 30.0, 30.0]	[30.0, 30.0, 30.0, 30.0]	中	[80.0, 105.0, 130.0, 155.0]	[80.0, 80.0, 80.0, 80.0]	[{"perRank": [75.0, 75.0, 75.0, 75.0]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-o00k.e	86-03 神鳴	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	中	[135.0, 220.0, 305.0, 390.0]	[135.0, 135.0, 135.0, 135.0]	[{"perRank": [400, 650, 900, 1150]}]	[{"damageTier": "小", "flat": 1500.0}]	6	6	中
godie-o00k.ex	86-002 雷電萌神	[60]	[60.0]	極大	[120]	[0.0]	[]	[]	0	0	
godie-o00k.passive	86-00 裝可愛	[3.0]	[30.0]	極小	[50.0]	[0.0]	[]	[]	0	0	
godie-o00k.q	86-01 十萬伏特	[35.0, 35.0, 35.0, 35.0, 35.0]	[30.0, 30.0, 30.0, 30.0, 30.0]	極小	[55.0, 85.0, 115.0, 115.0, 115.0]	[73.0, 73.0, 73.0, 73.0, 73.0]	[{"perRank": [175, 275, 375, 375, 375]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-o00k.r	86-04 打雷絕招	[60, 60, 60]	[60.0, 60.0, 60.0]	中	[150, 250, 350]	[150.0, 150.0, 150.0]	[{"perRank": [150.0, 200.0, 250.0]}]	[{"damageTier": "極小", "flat": 600.0}]	0	0	
godie-o00k.w	86-02 電光一閃	[25.0, 20.0, 15.0, 15.0, 15.0]	[15.0, 15.0, 15.0, 15.0, 15.0]	小	[50.0, 100.0, 150.0, 150.0, 150.0]	[0.0, 0.0, 0.0, 0.0, 0.0]	[]	[]	12	12	極大
godie-o00l.e	53-03 破法對咒	[27.0, 27.0, 27.0, 27.0]	[30.0, 30.0, 30.0, 30.0]	極小	[120.0, 180.0, 240.0, 300.0]	[0.0, 0.0, 0.0, 0.0]	[]	[]	0.0	0.0	
godie-o00l.ex	53-002 恐懼力量	[60]	[60.0]	極大	[120]	[0.0]	[]	[]	0	0	
godie-o00l.passive	53-00 空間穿梭	[10.0]	[6.0]	極小	[200.0]	[0.0]	[]	[]	0	0	
godie-o00l.q	53-01 獸王牙操彈	[35.0, 35.0, 35.0, 35.0]	[30.0, 30.0, 30.0, 30.0]	中	[180.0, 210.0, 240.0, 270.0]	[180.0, 180.0, 180.0, 180.0]	[{"perRank": [250.0, 350.0, 450.0, 550.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-o00l.r	53-04 暴爆咒	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[300.0, 420.0, 540.0]	[300.0, 300.0, 300.0]	[{"perRank": [200, 200, 200]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-o00l.w	53-02 強化炸彈陣	[35.0, 35.0, 35.0, 35.0]	[30.0, 30.0, 30.0, 30.0]	極小	[50.0, 100.0, 150.0, 200.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [150, 300, 450, 600]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-o00x.e	09-03 超級賽亞人	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	極大	[160.0, 240.0, 320.0, 400.0]	[160.0, 160.0, 160.0, 160.0]	[{"perRank": [80, 120, 160, 200]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-o00x.ex	09-002 十倍龜派氣功	[60.0]	[60.0]	極大	[120.0]	[0.0]	[]	[]	0	0	
godie-o00x.q	09-01 界王拳	[45.0, 45.0, 45.0, 45.0, 57.0]	[45.0, 45.0, 45.0, 45.0, 45.0]	大	[60.0, 75.0, 100.0, 125.0, 175.0]	[73.0, 73.0, 73.0, 73.0, 73.0]	[{"perRank": [55.0, 90.0, 125.0, 160.0, 200.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-o00x.r	09-04 龜派氣功	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[210.0, 310.0, 410.0]	[210.0, 210.0, 210.0]	[{"perRank": [450.0, 750.0, 1050.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-o00x.w	09-02 瞬間移動	[18.0, 18.0, 18.0, 18.0]	[15.0, 15.0, 15.0, 15.0]	小	[100.0, 100.0, 100.0, 100.0]	[0.0, 0.0, 0.0, 0.0]	[]	[]	12	12	極大
godie-o02l.e	58-03 就決定是你了!小智	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	極大	[70.0, 120.0, 170.0, 220.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [350.0, 500.0, 650.0, 800.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-o02l.ex	58-002 打雷絕招	[60.0]	[60.0]	極大	[350.0]	[0.0]	[]	[]	0	0	
godie-o02l.passive	58-00 電光一閃	[35]	[30.0]	中	[150]	[0.0]	[]	[]	12	12	極大
godie-o02l.q	58-01 十萬伏特	[35.0, 35.0, 35.0, 35.0, 35.0]	[30.0, 30.0, 30.0, 30.0, 30.0]	中	[55.0, 85.0, 115.0, 115.0, 115.0]	[73.0, 73.0, 73.0, 73.0, 73.0]	[{"perRank": [175.0, 275.0, 375.0, 375.0, 375.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-o02l.r	58-04 瘋狂皮卡丘	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[90.0, 180.0, 270.0]	[90.0, 90.0, 90.0]	[{"perRank": [80, 120, 160]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-o02l.w	58-02 鋼鐵尾巴	[12.0, 12.0, 12.0, 12.0, 12.0]	[6.0, 6.0, 6.0, 6.0, 6.0]	極小	[60.0, 60.0, 60.0, 60.0, 60.0]	[0.0, 0.0, 0.0, 0.0, 0.0]	[]	[]	0	0	
godie-o02p.e	99-03 初音未來的消失	[50, 50, 50, 50]	[45.0, 45.0, 45.0, 45.0]	大	[175, 255, 335, 415]	[0.0, 0.0, 0.0, 0.0]	[]	[]	0	0	
godie-o02p.ex	99-002 把你給MikuMiku掉	[65.0]	[60.0]	極大	[400.0]	[0.0]	[]	[]	12	12	極大
godie-o02p.q	99-01 甩蔥歌	[25.0, 25.0, 25.0, 25.0]	[30.0, 30.0, 30.0, 30.0]	極小	[75.0, 105.0, 135.0, 165.0]	[75.0, 75.0, 75.0, 75.0]	[{"perRank": [200, 275, 350, 425]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
